year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2012,8,7,15,58.0,24.0,31.0,1006.0,SE,8.04,0.0,0.0
2011,12,15,10,19.0,-18.0,-2.0,1037.0,NW,26.83,0.0,0.0
2010,2,24,16,292.0,-1.0,11.0,1003.0,cv,1.78,0.0,0.0
2014,10,10,11,332.0,15.0,19.0,1024.0,SE,4.92,0.0,0.0
2013,8,10,4,62.0,20.0,24.0,1003.0,NW,4.47,0.0,0.0
2011,1,6,18,21.0,-18.0,-2.0,1037.0,NW,406.77,0.0,0.0
2011,2,13,21,115.0,-8.0,-4.0,1032.0,NW,3.13,0.0,0.0
2013,12,7,18,443.0,-4.0,0.0,1019.0,NE,0.89,0.0,0.0
2014,3,21,0,6.0,-16.0,12.0,1024.0,NW,4.02,0.0,0.0
2014,2,1,2,172.0,-6.0,2.0,1019.0,NW,1.79,0.0,0.0
2012,8,22,9,13.0,7.0,24.0,1018.0,cv,0.89,0.0,0.0
2010,4,9,21,85.0,2.0,8.0,1014.0,cv,0.89,0.0,0.0
2013,10,23,9,27.0,-4.0,9.0,1023.0,NW,8.05,0.0,0.0
2012,5,9,22,131.0,9.0,19.0,1012.0,cv,0.89,0.0,0.0
2014,5,1,5,129.0,12.0,15.0,1008.0,SE,59.9,0.0,0.0
2014,9,19,5,110.0,10.0,12.0,1014.0,NE,2.68,0.0,0.0
2014,5,3,0,42.0,5.0,11.0,1018.0,cv,1.78,0.0,0.0
2014,6,24,4,66.0,18.0,20.0,1005.0,NE,3.57,0.0,0.0
2013,11,16,3,188.0,-5.0,4.0,1014.0,cv,0.89,0.0,0.0
2014,1,27,13,149.0,-12.0,5.0,1016.0,NW,25.94,0.0,0.0
2013,9,16,21,70.0,16.0,20.0,1011.0,cv,0.89,0.0,0.0
2012,6,6,0,199.0,17.0,23.0,1003.0,SE,33.08,0.0,0.0
2013,5,22,12,86.0,8.0,28.0,1011.0,SE,11.62,0.0,0.0
2014,12,23,2,163.0,-11.0,-5.0,1022.0,NE,3.57,0.0,0.0
2014,6,26,10,100.0,21.0,28.0,1003.0,cv,4.46,0.0,0.0
2012,2,27,10,216.0,-6.0,-1.0,1027.0,SE,9.83,0.0,0.0
2014,10,22,3,52.0,4.0,7.0,1024.0,NE,0.89,0.0,0.0
2012,9,17,0,64.0,12.0,13.0,1018.0,NE,0.89,0.0,0.0
2013,1,20,8,87.0,-5.0,-4.0,1032.0,cv,0.89,4.0,0.0
2012,12,22,2,21.0,-18.0,-9.0,1035.0,NW,3.13,0.0,0.0
2012,6,21,20,183.0,20.0,28.0,1003.0,SE,4.92,0.0,0.0
2011,6,6,23,170.0,18.0,22.0,999.0,NE,3.58,0.0,0.0
2011,6,30,20,213.0,23.0,27.0,1003.0,SE,3.58,0.0,0.0
2010,8,18,17,140.0,24.0,27.0,1010.0,SE,12.08,0.0,2.0
2011,6,16,8,69.0,17.0,20.0,1007.0,cv,1.78,0.0,0.0
2014,8,18,4,56.0,17.0,22.0,1011.0,cv,0.45,0.0,0.0
2010,10,25,21,11.0,-12.0,7.0,1035.0,NW,181.95,0.0,0.0
2013,6,30,8,236.0,22.0,24.0,1005.0,SE,5.81,0.0,0.0
2014,4,18,11,193.0,11.0,20.0,1021.0,cv,5.35,0.0,0.0
2013,4,14,0,8.0,-15.0,12.0,1012.0,NE,15.2,0.0,0.0
2010,11,26,19,159.0,-11.0,2.0,1013.0,NW,6.26,0.0,0.0
2010,10,9,16,435.0,14.0,21.0,1008.0,cv,0.89,0.0,0.0
2012,8,3,1,77.0,23.0,24.0,1009.0,SE,10.73,0.0,0.0
2012,2,22,3,158.0,-5.0,-2.0,1016.0,cv,0.89,0.0,0.0
2011,4,10,19,11.0,-20.0,16.0,1020.0,NW,37.99,0.0,0.0
2012,7,20,6,197.0,24.0,25.0,1005.0,cv,0.89,0.0,0.0
2011,1,17,20,26.0,-21.0,-5.0,1034.0,NW,116.22,0.0,0.0
2010,3,21,6,51.0,-5.0,1.0,1017.0,cv,0.89,0.0,0.0
2013,8,31,6,18.0,10.0,15.0,1012.0,NW,9.84,0.0,0.0
2013,10,31,2,224.0,1.0,4.0,1027.0,NE,0.89,0.0,0.0
2011,8,17,9,59.0,23.0,26.0,1007.0,cv,2.67,0.0,0.0
2012,9,9,7,125.0,18.0,19.0,1015.0,SE,1.79,0.0,0.0
2013,10,22,3,141.0,2.0,6.0,1024.0,cv,1.78,0.0,0.0
2014,12,12,9,12.0,-18.0,-1.0,1029.0,NW,78.22,0.0,0.0
2011,7,10,0,42.0,17.0,25.0,1006.0,cv,0.89,0.0,0.0
2010,10,25,12,11.0,-7.0,12.0,1030.0,NW,90.75,0.0,0.0
2010,5,23,22,139.0,11.0,21.0,1000.0,SE,24.58,0.0,0.0
2014,12,15,12,10.0,-17.0,4.0,1027.0,NW,57.66,0.0,0.0
2013,10,16,12,43.0,-6.0,19.0,1025.0,cv,0.89,0.0,0.0
2010,8,12,9,110.0,21.0,27.0,1002.0,cv,0.89,0.0,0.0
2011,10,17,4,28.0,2.0,4.0,1021.0,NW,3.13,0.0,0.0
2012,4,17,20,164.0,10.0,23.0,1005.0,SE,45.15,0.0,0.0
2013,12,7,14,366.0,-4.0,6.0,1019.0,SE,6.71,0.0,0.0
2014,5,13,19,30.0,-2.0,28.0,998.0,NW,51.86,0.0,0.0
2010,6,27,21,121.0,18.0,24.0,1003.0,NE,4.92,0.0,0.0
2011,7,7,2,56.0,20.0,24.0,995.0,NE,1.79,0.0,1.0
2011,8,19,18,34.0,19.0,28.0,1011.0,SE,27.26,0.0,0.0
2011,5,3,8,13.0,-3.0,19.0,1017.0,NE,3.13,0.0,0.0
2012,12,22,22,15.0,-24.0,-9.0,1040.0,NW,82.7,0.0,0.0
2014,8,23,18,104.0,21.0,31.0,1003.0,SE,11.18,0.0,0.0
2012,9,24,23,47.0,15.0,21.0,1018.0,SE,9.84,0.0,0.0
2011,9,23,16,104.0,9.0,26.0,1013.0,SE,19.21,0.0,0.0
2010,7,25,17,118.0,22.0,33.0,1008.0,SE,22.8,0.0,0.0
2012,7,9,20,73.0,24.0,25.0,1001.0,SE,29.95,0.0,0.0
2014,11,2,0,10.0,-10.0,11.0,1022.0,NW,98.34,0.0,0.0
2011,11,9,8,32.0,0.0,9.0,1028.0,NW,29.94,0.0,0.0
2011,7,3,15,19.0,14.0,34.0,1001.0,NE,1.79,0.0,0.0
2013,2,5,22,148.0,-8.0,-8.0,1024.0,SE,0.89,0.0,0.0
2012,4,26,16,62.0,2.0,24.0,998.0,SE,12.07,0.0,0.0
2012,11,15,7,85.0,-5.0,-4.0,1029.0,cv,0.89,0.0,0.0
2010,7,9,10,96.0,17.0,28.0,1007.0,SE,8.05,0.0,0.0
2010,4,26,23,16.0,-11.0,7.0,1013.0,NW,61.25,0.0,0.0
2013,6,23,22,68.0,17.0,27.0,1003.0,SE,28.6,0.0,0.0
2013,12,17,16,26.0,-20.0,1.0,1032.0,NE,12.52,0.0,0.0
2010,10,19,19,89.0,8.0,10.0,1028.0,NE,0.89,0.0,0.0
2011,4,24,5,16.0,-2.0,11.0,1013.0,NW,96.11,0.0,0.0
2010,3,24,1,72.0,-6.0,6.0,1020.0,SE,86.7,0.0,0.0
2013,10,14,6,80.0,10.0,13.0,1022.0,NW,5.36,0.0,0.0
2013,8,31,4,39.0,11.0,15.0,1011.0,NW,6.26,0.0,0.0
2010,2,8,11,159.0,-5.0,-1.0,1019.0,cv,0.89,0.0,0.0
2011,11,22,14,55.0,-8.0,11.0,1018.0,NW,19.22,0.0,0.0
2010,11,8,3,13.0,-7.0,7.0,1022.0,NW,155.57,0.0,0.0
2014,1,25,13,15.0,-22.0,6.0,1027.0,NE,20.56,0.0,0.0
2010,2,10,18,8.0,-23.0,-1.0,1031.0,NE,31.73,0.0,0.0
2014,8,29,15,81.0,18.0,26.0,1015.0,cv,0.89,0.0,0.0
2010,8,7,23,38.0,18.0,22.0,1008.0,cv,0.89,0.0,3.0
2013,12,20,20,57.0,-16.0,-5.0,1036.0,NE,1.79,0.0,0.0
2013,9,4,8,58.0,16.0,19.0,1017.0,cv,0.89,0.0,0.0
2010,3,11,13,167.0,-10.0,7.0,1009.0,SE,9.39,0.0,0.0
2014,7,30,18,144.0,22.0,27.0,1005.0,SE,20.13,0.0,0.0
2014,7,11,0,48.0,16.0,27.0,998.0,SE,49.63,0.0,0.0
2014,4,7,14,93.0,-3.0,24.0,1012.0,cv,4.02,0.0,0.0
2013,9,29,0,289.0,11.0,14.0,1013.0,NW,0.89,0.0,0.0
2013,7,18,15,173.0,22.0,27.0,1004.0,SE,31.28,0.0,0.0
2010,7,14,0,122.0,22.0,24.0,1010.0,SE,0.89,0.0,0.0
2014,1,15,5,158.0,-18.0,-10.0,1033.0,cv,0.89,0.0,0.0
2014,10,6,19,50.0,6.0,14.0,1021.0,SE,18.77,0.0,0.0
2013,9,25,12,11.0,-7.0,22.0,1021.0,NW,12.07,0.0,0.0
2012,11,29,16,46.0,-18.0,3.0,1022.0,SE,1.79,0.0,0.0
2012,7,5,14,96.0,20.0,27.0,1003.0,SE,3.58,0.0,0.0
2010,3,25,9,10.0,-15.0,4.0,1030.0,NW,28.16,0.0,0.0
2014,9,25,2,84.0,15.0,16.0,1017.0,SE,4.47,0.0,0.0
2011,4,21,0,175.0,7.0,17.0,1008.0,NE,5.37,0.0,0.0
2010,7,16,3,199.0,22.0,23.0,1005.0,cv,1.78,0.0,0.0
2011,6,27,1,74.0,14.0,25.0,998.0,NW,12.07,0.0,0.0
2011,9,21,20,36.0,4.0,22.0,1014.0,SE,13.86,0.0,0.0
2012,11,22,1,410.0,-2.0,-1.0,1019.0,cv,2.23,0.0,0.0
2012,6,18,23,266.0,18.0,25.0,1003.0,SE,18.77,0.0,0.0
2010,1,27,0,299.0,-11.0,-4.0,1019.0,NW,3.58,0.0,0.0
2014,4,6,5,61.0,-2.0,4.0,1020.0,cv,0.89,0.0,0.0
2014,10,18,3,197.0,6.0,9.0,1017.0,NW,1.79,0.0,0.0
2013,12,7,7,197.0,-8.0,-4.0,1020.0,cv,1.78,0.0,0.0
2014,9,17,23,55.0,12.0,15.0,1021.0,cv,0.89,0.0,0.0
2010,4,10,10,16.0,-13.0,11.0,1020.0,cv,1.79,0.0,0.0
2010,8,9,9,258.0,22.0,26.0,1004.0,SE,3.58,0.0,0.0
2011,6,26,20,27.0,14.0,28.0,999.0,NE,12.07,0.0,0.0
2011,5,14,3,29.0,0.0,17.0,1011.0,cv,0.89,0.0,0.0
2014,1,3,13,29.0,-17.0,9.0,1022.0,NW,22.35,0.0,0.0
2013,3,18,0,498.0,3.0,8.0,1002.0,NW,4.91,0.0,0.0
2012,7,8,1,152.0,23.0,25.0,1001.0,cv,1.78,0.0,0.0
2014,3,10,17,122.0,-8.0,8.0,1020.0,SE,6.26,0.0,0.0
2010,2,24,18,353.0,0.0,8.0,1005.0,SE,4.92,0.0,0.0
2013,11,27,1,5.0,-25.0,-3.0,1025.0,NW,120.24,0.0,0.0
2011,11,28,23,39.0,-5.0,4.0,1032.0,SE,1.79,0.0,0.0
2010,4,7,17,90.0,-8.0,20.0,1014.0,SE,50.96,0.0,0.0
2010,7,14,1,139.0,21.0,24.0,1010.0,cv,0.89,0.0,0.0
2012,3,17,7,185.0,3.0,3.0,1013.0,SE,3.58,0.0,0.0
2012,7,26,3,75.0,25.0,25.0,1004.0,NE,1.79,0.0,0.0
2013,7,11,6,33.0,21.0,23.0,1006.0,NW,52.3,0.0,0.0
2011,10,15,22,11.0,4.0,17.0,1009.0,NW,154.67,0.0,0.0
2014,2,5,16,99.0,-14.0,1.0,1027.0,SE,8.94,0.0,0.0
2014,6,5,8,102.0,17.0,25.0,1006.0,cv,0.89,0.0,0.0
2011,8,26,6,120.0,20.0,21.0,1016.0,NE,1.79,0.0,3.0
2012,7,28,13,108.0,26.0,30.0,1001.0,SE,31.75,0.0,0.0
2011,11,1,6,252.0,11.0,12.0,1022.0,cv,0.89,0.0,0.0
2014,4,17,1,123.0,1.0,15.0,1010.0,SE,2.68,0.0,0.0
2013,6,11,3,48.0,16.0,18.0,1009.0,NE,1.79,0.0,0.0
2014,12,22,13,51.0,-14.0,8.0,1023.0,cv,3.57,0.0,0.0
2013,5,2,12,78.0,2.0,22.0,1012.0,SE,4.92,0.0,0.0
2013,11,26,4,51.0,-14.0,-3.0,1017.0,cv,0.89,0.0,0.0
2012,1,4,6,13.0,-19.0,-10.0,1036.0,NE,3.13,0.0,0.0
2010,2,6,12,93.0,-11.0,-3.0,1031.0,SE,11.18,0.0,0.0
2012,7,1,4,112.0,22.0,23.0,1001.0,SE,1.79,0.0,0.0
2014,10,12,4,9.0,8.0,13.0,1029.0,NW,3.13,0.0,0.0
2012,7,10,20,22.0,21.0,22.0,995.0,SE,42.91,0.0,3.0
2010,5,1,3,70.0,1.0,8.0,1009.0,cv,1.78,0.0,0.0
2011,12,1,23,219.0,-4.0,-3.0,1026.0,SE,2.68,0.0,0.0
2014,11,13,14,25.0,-15.0,12.0,1023.0,NW,25.04,0.0,0.0
2010,12,9,21,254.0,-7.0,1.0,1006.0,NW,4.92,0.0,0.0
2014,3,14,15,22.0,-22.0,16.0,1016.0,SE,8.94,0.0,0.0
2011,7,24,14,310.0,28.0,32.0,1000.0,SE,8.05,0.0,0.0
2010,2,3,14,17.0,-24.0,1.0,1026.0,NW,28.16,0.0,0.0
2010,11,6,4,122.0,2.0,4.0,1017.0,NW,5.37,0.0,0.0
2012,2,8,16,17.0,-24.0,2.0,1023.0,NW,56.76,0.0,0.0
2014,10,15,9,62.0,5.0,13.0,1014.0,NE,1.79,0.0,0.0
2010,1,18,17,203.0,-7.0,-1.0,1025.0,SE,2.68,0.0,0.0
2014,9,21,1,200.0,14.0,20.0,1014.0,SE,15.21,0.0,0.0
2013,6,6,10,106.0,18.0,18.0,1011.0,cv,0.89,0.0,5.0
2010,3,21,9,50.0,-8.0,7.0,1017.0,SE,4.92,0.0,0.0
2013,10,9,8,113.0,10.0,13.0,1013.0,cv,0.89,0.0,0.0
2013,3,20,5,29.0,-3.0,-2.0,1025.0,SE,2.68,10.0,0.0
2011,8,26,8,35.0,19.0,20.0,1017.0,NW,5.81,0.0,2.0
2011,1,25,11,13.0,-22.0,-4.0,1036.0,NW,50.08,0.0,0.0
2011,3,27,3,13.0,-15.0,8.0,1026.0,NW,49.18,0.0,0.0
2012,11,11,5,11.0,-12.0,2.0,1014.0,NW,109.51,0.0,0.0
2013,12,25,12,295.0,-11.0,2.0,1026.0,NW,30.86,0.0,0.0
2011,1,8,13,23.0,-17.0,-1.0,1027.0,NW,63.93,0.0,0.0
2014,2,22,14,357.0,-4.0,6.0,1029.0,SE,1.79,0.0,0.0
2013,6,10,3,28.0,15.0,16.0,1013.0,SE,0.89,0.0,0.0
2014,8,21,9,173.0,21.0,25.0,1008.0,cv,2.67,0.0,0.0
2010,10,29,17,24.0,-2.0,17.0,1025.0,SE,3.13,0.0,0.0
2014,10,8,17,383.0,15.0,18.0,1017.0,NE,0.89,0.0,0.0
2011,12,28,8,187.0,-11.0,-7.0,1031.0,NW,31.73,0.0,0.0
2012,12,2,1,129.0,-7.0,-6.0,1024.0,cv,1.78,0.0,0.0
2011,7,4,5,85.0,19.0,22.0,1004.0,NW,4.02,0.0,0.0
2014,11,21,14,86.0,-5.0,13.0,1019.0,cv,5.36,0.0,0.0
2010,4,23,19,20.0,-10.0,18.0,1018.0,NW,31.29,0.0,0.0
2011,1,19,9,21.0,-22.0,-8.0,1034.0,NW,4.92,0.0,0.0
2010,1,18,2,303.0,-11.0,-9.0,1028.0,NW,4.92,0.0,0.0
2012,12,9,8,15.0,-22.0,-9.0,1029.0,NW,309.31,0.0,0.0
2010,5,22,10,187.0,14.0,25.0,1007.0,cv,2.67,0.0,0.0
2012,1,5,10,60.0,-16.0,-4.0,1030.0,NW,16.55,0.0,0.0
2012,9,3,23,11.0,7.0,19.0,1015.0,NW,74.19,0.0,0.0
2011,10,31,5,257.0,10.0,11.0,1023.0,cv,1.78,0.0,0.0
2012,8,11,12,138.0,20.0,28.0,1006.0,cv,1.78,0.0,0.0
2014,10,8,16,364.0,14.0,20.0,1017.0,cv,0.89,0.0,0.0
2013,9,17,5,90.0,16.0,20.0,1013.0,NW,3.58,0.0,0.0
2010,9,1,6,82.0,19.0,21.0,1013.0,cv,0.89,0.0,1.0
2010,3,2,13,37.0,-11.0,6.0,1022.0,NW,36.22,0.0,0.0
2010,8,26,0,122.0,19.0,21.0,1015.0,NE,1.79,0.0,0.0
2010,2,3,10,72.0,-19.0,-4.0,1030.0,NE,3.13,0.0,0.0
2011,11,25,11,145.0,-6.0,2.0,1030.0,cv,2.67,0.0,0.0
2012,10,30,21,57.0,-3.0,6.0,1021.0,NW,13.85,0.0,0.0
2014,4,5,1,33.0,-6.0,9.0,1022.0,SE,4.02,0.0,0.0
2012,7,23,1,14.0,18.0,25.0,1003.0,NW,4.92,0.0,0.0
2014,4,2,20,97.0,-2.0,15.0,1020.0,SE,31.73,0.0,0.0
2013,10,14,18,16.0,-7.0,11.0,1029.0,cv,0.89,0.0,0.0
2013,6,23,10,55.0,18.0,27.0,1004.0,cv,0.89,0.0,0.0
2013,12,22,19,317.0,-12.0,-4.0,1031.0,cv,0.89,0.0,0.0
2010,2,7,13,105.0,-7.0,-3.0,1022.0,cv,2.67,0.0,0.0
2013,4,20,4,80.0,1.0,2.0,1022.0,cv,0.89,0.0,0.0
2010,7,2,23,41.0,19.0,26.0,1000.0,cv,1.78,0.0,0.0
2011,8,16,23,45.0,22.0,26.0,1006.0,SE,23.7,0.0,0.0
2012,7,31,11,17.0,18.0,20.0,1007.0,SE,4.92,0.0,8.0
2014,10,2,16,21.0,13.0,20.0,1012.0,SE,1.79,0.0,0.0
2011,6,26,2,91.0,17.0,20.0,1009.0,SE,1.79,0.0,0.0
2010,11,26,23,56.0,-19.0,8.0,1014.0,NW,13.86,0.0,0.0
2013,6,22,18,59.0,19.0,22.0,1007.0,SE,2.68,0.0,0.0
2013,4,10,5,8.0,-9.0,5.0,1021.0,NW,84.93,0.0,0.0
2010,8,29,11,82.0,20.0,29.0,1008.0,cv,1.79,0.0,0.0
2014,9,27,19,32.0,13.0,18.0,1016.0,cv,1.78,0.0,0.0
2010,2,13,10,23.0,-18.0,-5.0,1031.0,cv,1.78,0.0,0.0
2011,7,11,22,102.0,19.0,27.0,1008.0,SE,37.54,0.0,0.0
2012,1,22,1,29.0,-25.0,-12.0,1037.0,NW,4.02,0.0,0.0
2014,4,18,12,170.0,12.0,20.0,1020.0,SE,3.13,0.0,0.0
2010,12,24,19,71.0,-22.0,-10.0,1033.0,NE,7.15,0.0,0.0
2012,10,22,10,10.0,2.0,15.0,1018.0,NW,10.73,0.0,0.0
2014,12,7,4,63.0,-9.0,-2.0,1025.0,cv,0.89,0.0,0.0
2011,10,12,2,221.0,13.0,14.0,1020.0,NE,1.78,0.0,0.0
2013,1,3,22,42.0,-21.0,-12.0,1040.0,NW,7.16,0.0,0.0
2010,10,5,19,99.0,13.0,18.0,1012.0,cv,0.89,0.0,0.0
2014,5,18,6,77.0,8.0,16.0,1011.0,cv,0.89,0.0,0.0
2013,2,16,17,167.0,-6.0,1.0,1020.0,SE,12.52,0.0,0.0
2011,9,22,12,33.0,5.0,27.0,1016.0,NW,46.04,0.0,0.0
2012,8,27,5,71.0,22.0,23.0,1010.0,cv,0.89,0.0,3.0
2012,6,13,15,62.0,15.0,26.0,998.0,SE,13.86,0.0,0.0
2013,3,22,12,63.0,-9.0,8.0,1019.0,SE,8.94,0.0,0.0
2010,4,18,16,255.0,6.0,20.0,1009.0,SE,6.26,0.0,0.0
2014,11,18,15,53.0,-8.0,13.0,1027.0,SE,1.79,0.0,0.0
2010,11,8,14,6.0,-13.0,11.0,1025.0,NW,39.34,0.0,0.0
2013,10,11,2,27.0,2.0,9.0,1015.0,SE,0.89,0.0,0.0
2014,1,3,14,26.0,-18.0,9.0,1022.0,NE,1.79,0.0,0.0
2010,1,10,13,58.0,-14.0,-6.0,1031.0,NW,9.39,0.0,0.0
2013,5,12,17,24.0,-5.0,28.0,999.0,SE,8.94,0.0,0.0
2012,5,15,16,16.0,-5.0,27.0,1002.0,NW,78.24,0.0,0.0
2012,12,18,22,90.0,-12.0,-5.0,1032.0,SE,6.71,0.0,0.0
2012,4,10,16,56.0,8.0,21.0,1006.0,SE,78.24,0.0,0.0
2013,1,16,11,240.0,-10.0,-3.0,1034.0,cv,1.78,0.0,0.0
2011,5,25,23,57.0,12.0,20.0,1014.0,SE,4.92,0.0,0.0
2014,11,24,9,41.0,-6.0,6.0,1028.0,NW,3.13,0.0,0.0
2011,2,15,1,125.0,-13.0,-9.0,1029.0,cv,0.89,0.0,0.0
2014,5,26,20,28.0,-2.0,34.0,994.0,NW,7.15,0.0,0.0
2014,6,5,17,56.0,13.0,34.0,1002.0,cv,0.89,0.0,0.0
2014,8,29,0,79.0,18.0,19.0,1015.0,NE,1.79,0.0,0.0
2013,2,10,1,419.0,-18.0,-5.0,1028.0,NW,1.79,0.0,0.0
2014,12,27,16,224.0,-9.0,5.0,1025.0,SE,6.26,0.0,0.0
2014,5,12,2,45.0,10.0,11.0,1000.0,SE,2.68,0.0,0.0
2014,10,13,10,9.0,-8.0,14.0,1030.0,NW,13.85,0.0,0.0
2014,6,11,22,44.0,14.0,25.0,1008.0,SE,12.07,0.0,0.0
2013,6,28,8,240.0,21.0,25.0,1002.0,SE,13.86,0.0,0.0
2014,6,21,14,54.0,17.0,27.0,1007.0,SE,4.92,0.0,0.0
2010,9,15,0,321.0,19.0,22.0,1013.0,SE,0.89,0.0,0.0
2013,7,21,14,65.0,21.0,32.0,1004.0,cv,3.13,0.0,0.0
2011,6,2,20,116.0,9.0,31.0,1000.0,SE,44.25,0.0,0.0
2012,9,14,21,28.0,10.0,17.0,1018.0,SE,5.81,0.0,0.0
2010,8,22,7,11.0,16.0,19.0,1013.0,NE,3.13,0.0,0.0
2010,5,28,7,133.0,16.0,17.0,1011.0,SE,3.13,0.0,20.0
2014,7,18,6,123.0,22.0,25.0,1007.0,SE,0.89,0.0,0.0
2012,4,11,22,40.0,-3.0,15.0,1011.0,SE,21.9,0.0,0.0
2011,8,21,14,79.0,21.0,31.0,1009.0,SE,5.81,0.0,0.0
2010,3,19,2,248.0,0.0,3.0,1008.0,cv,3.56,0.0,0.0
2011,3,29,12,101.0,-4.0,15.0,1025.0,NW,1.79,0.0,0.0
2014,1,19,15,195.0,-9.0,3.0,1020.0,SE,4.92,0.0,0.0
2012,2,28,12,281.0,-8.0,5.0,1021.0,SE,5.37,0.0,0.0
2014,10,30,18,199.0,8.0,13.0,1022.0,cv,1.79,0.0,0.0
2011,11,5,12,33.0,5.0,11.0,1028.0,cv,0.89,0.0,0.0
2011,4,27,3,67.0,3.0,5.0,1009.0,NW,8.05,0.0,0.0
2010,6,17,10,30.0,17.0,18.0,1003.0,NE,1.79,0.0,1.0
2010,3,3,2,92.0,-5.0,-2.0,1025.0,cv,0.89,0.0,0.0
2012,1,12,5,148.0,-16.0,-12.0,1028.0,NW,1.78,0.0,0.0
2012,3,11,4,17.0,-24.0,-4.0,1035.0,NW,197.58,0.0,0.0
2011,3,29,5,100.0,-3.0,2.0,1027.0,cv,1.34,0.0,0.0
2012,5,29,11,104.0,12.0,26.0,1010.0,SE,40.24,0.0,0.0
2010,4,13,5,16.0,-15.0,2.0,1027.0,NW,187.31,0.0,0.0
2012,12,5,1,35.0,-13.0,-8.0,1022.0,cv,2.23,0.0,0.0
2011,9,25,9,275.0,15.0,18.0,1017.0,cv,0.89,0.0,0.0
2012,3,20,1,137.0,-2.0,-1.0,1024.0,SE,0.89,0.0,0.0
2014,7,21,20,17.0,15.0,32.0,1003.0,NE,3.13,0.0,0.0
2010,8,27,20,59.0,14.0,26.0,1011.0,SE,8.5,0.0,0.0
2014,1,30,20,123.0,-7.0,2.0,1019.0,SE,26.38,0.0,0.0
2010,11,16,14,63.0,-4.0,-1.0,1023.0,NW,284.46,0.0,0.0
2013,8,14,16,69.0,24.0,32.0,1002.0,SE,20.12,0.0,0.0
2014,6,21,11,57.0,17.0,24.0,1009.0,SE,3.58,0.0,0.0
2014,5,18,23,99.0,13.0,25.0,1006.0,SE,51.41,0.0,0.0
2011,7,2,6,153.0,23.0,24.0,1000.0,cv,0.89,0.0,3.0
2012,4,14,9,112.0,4.0,21.0,1008.0,cv,0.89,0.0,0.0
2010,1,30,8,29.0,-15.0,-6.0,1021.0,cv,0.89,0.0,0.0
2012,7,3,6,35.0,19.0,22.0,997.0,NW,12.07,0.0,0.0
2012,4,21,23,147.0,10.0,14.0,1007.0,SE,16.1,0.0,0.0
2013,9,24,3,10.0,6.0,10.0,1022.0,NE,0.89,0.0,0.0
2012,7,11,10,96.0,23.0,26.0,995.0,SE,1.79,0.0,0.0
2012,8,4,3,28.0,23.0,24.0,1005.0,NW,6.26,0.0,0.0
2013,4,20,20,73.0,-2.0,12.0,1019.0,SE,31.29,0.0,0.0
2013,1,26,6,155.0,-14.0,-13.0,1027.0,NW,5.81,0.0,0.0
2014,9,13,18,48.0,13.0,25.0,1012.0,SE,34.87,0.0,0.0
2012,9,10,18,91.0,18.0,25.0,1013.0,SE,11.18,0.0,0.0
2011,9,6,22,200.0,19.0,23.0,1007.0,SE,38.9,0.0,0.0
2011,5,8,21,63.0,12.0,12.0,1007.0,cv,0.89,0.0,8.0
2011,2,4,1,378.0,-16.0,-7.0,1019.0,NW,0.89,0.0,0.0
2013,9,26,10,30.0,4.0,19.0,1020.0,SE,3.58,0.0,0.0
2012,2,27,11,233.0,-6.0,0.0,1026.0,SE,11.62,0.0,0.0
2010,4,29,4,20.0,-6.0,9.0,1012.0,NW,4.92,0.0,0.0
2010,1,8,7,71.0,-16.0,-13.0,1029.0,NE,0.89,0.0,0.0
2010,5,11,4,5.0,0.0,13.0,1014.0,NW,177.01,0.0,0.0
2011,10,14,15,11.0,-3.0,18.0,1010.0,NW,69.74,0.0,0.0
2014,2,18,14,63.0,-12.0,2.0,1030.0,SE,30.4,0.0,0.0
2012,10,5,21,126.0,11.0,15.0,1020.0,cv,0.89,0.0,0.0
2011,8,29,10,160.0,21.0,26.0,1010.0,cv,0.89,0.0,0.0
2011,5,16,11,69.0,5.0,24.0,1014.0,SE,3.58,0.0,0.0
2014,8,24,0,26.0,19.0,24.0,1006.0,NW,11.17,0.0,1.0
2011,6,17,15,67.0,18.0,30.0,1007.0,SE,3.13,0.0,0.0
2011,2,11,17,12.0,-17.0,-2.0,1031.0,NW,101.48,0.0,0.0
2011,7,27,13,72.0,24.0,29.0,1002.0,SE,9.84,0.0,0.0
2012,12,2,0,128.0,-7.0,-6.0,1024.0,cv,0.89,0.0,0.0
2014,10,1,13,96.0,9.0,13.0,1015.0,NW,4.92,0.0,1.0
2013,8,10,3,101.0,21.0,24.0,1002.0,NW,2.68,0.0,0.0
2013,12,21,10,41.0,-18.0,-1.0,1037.0,NE,4.02,0.0,0.0
2011,3,7,18,9.0,-17.0,9.0,1020.0,NW,99.24,0.0,0.0
2011,8,31,0,193.0,22.0,23.0,1007.0,SE,1.78,0.0,0.0
2011,1,4,1,275.0,-15.0,-10.0,1028.0,cv,0.45,0.0,0.0
2010,5,20,20,43.0,-1.0,30.0,1005.0,SE,36.65,0.0,0.0
2011,3,16,22,76.0,-11.0,3.0,1022.0,cv,0.89,0.0,0.0
2010,4,4,21,87.0,-7.0,15.0,1009.0,SE,19.67,0.0,0.0
2012,12,11,23,151.0,-8.0,-5.0,1032.0,SE,12.51,0.0,0.0
2011,4,4,6,174.0,-5.0,3.0,1024.0,NW,4.46,0.0,0.0
