days_since_first_submit,paper_year,title_word_count,abstract_word_count,Category,Title,arXiv_Code,Abstract
1688.0,2022.0,10,60,5,Spinor solutions of a Chern-Simons model for the superconformal algebra,arXiv:2208.07897,We present analytical solutions for homogenous and isotropic spaces of the supersymmetric Chern-Simons model with matter in the adjoint representation. The configurations that we found correspond to a gravitating spinor content and torsion is also present. The spinor behaves like dark energy in the sense that drives an exponential expansion. The solution found can be seen as an anisotropic fluid.
453.0,2019.0,8,48,12,First-principle construction of U(1) symmetric matrix product states,arXiv:1904.00274,"The algorithm to calculate the sets of symmetry sectors for virtual indices of U(1) symmetric matrix product states (MPS) is described. Principal differences between open (OBC) and periodic (PBC) boundary conditions are stressed, and the extension of PBC MPS algorithm to projected entangled pair states (PEPS) is outlined."
1210.0,2021.0,3,80,3,The Selfish Higgs,arXiv:1907.05370,"We propose a mechanism to solve the Higgs naturalness problem through a cosmological selection process. The discharging of excited field configurations through membrane nucleation leads to discrete jumps of the cosmological constant and the Higgs mass, which vary in a correlated way. The resulting multitude of universes are all empty, except for those in which the cosmological constant and the Higgs mass are both nearly vanishing. Only under these critical conditions can inflation be activated and create a non-empty universe."
1269.0,2021.0,7,74,4,Optically induced persistent current in carbon nanotubes,arXiv:2104.13738,"We demonstrate theoretically that an off-resonant circularly polarized electromagnetic field can induce a persistent current in carbon nanotubes, which corresponds to electron rotation about the nanotube axis. As a consequence, the nanotubes acquire magnetic moment along the axis, which depends on their crystal structure and can be detected in state-of-the-art measurements. This effect and related phenomena are analyzed within the developed Floquet theory describing the electronic properties of the nanotubes irradiated by the field."
415.0,2019.0,5,40,0,Polygamy relations of multipartite systems,arXiv:1902.07441,"We investigate the polygamy relations of multipartite quantum states. General polygamy inequalities are given in the $α$th $(α\geq 2)$ power of concurrence of assistance, $β$th $(β\geq1)$ power of entanglement of assistance, and the squared convex-roof extended negativity of assistance (SCRENoA)."
179.0,2018.0,6,71,3,Baryon parity doublets and chiralspin symmetry,arXiv:1804.07171,The chirally symmetric baryon parity-doublet model can be used as an effective description of the baryon-like objects in the chirally symmetric phase of QCD. Recently it has been found that above the critical temperature higher chiralspin symmetries emerge in QCD. It is demonstrated here that the baryon parity-doublet Lagrangian is manifestly chiralspin-invariant. We construct nucleon interpolators with fixed chiralspin transformation properties that can be used in lattice studies at high T.
456.0,2019.0,7,73,3,Implications of symmetries in the scalar sector,arXiv:1904.01562,"Symmetries play a very important rôle in Particle Physics. In extended scalar sectors, the existence of symmetries may permit the models to comply with the experimental constraints in a natural way, and at the same time reduce the number of free parameters. There is a strong interplay among internal symmetries of the scalar potential, its CP properties and mass degeneracies of the physical scalars. Some of these aspects were discussed in this talk."
32.0,2018.0,7,91,0,From Quantum Foundations to Applications and Back,arXiv:1802.00736,"Quantum non-locality has been an extremely fruitful subject of research, leading the scientific revolution towards quantum information science, in particular to device-independent quantum information processing. We argue that time is ripe to work on another basic problem in the foundations of quantum physics, the quantum measurement problem, that should produce good physics both in theoretical, mathematical, experimental and applied physics. We briefly review how quantum non-locality contributed to physics (including some outstanding open problems) and suggest ways in which questions around Macroscopic Quantumness could equally contribute to all aspects of physics."
1470.0,2022.0,9,56,5,GRChombo: An adaptable numerical relativity code for fundamental physics,arXiv:2201.03458,"GRChombo is an open-source code for performing Numerical Relativity time evolutions, built on top of the publicly available Chombo software for the solution of PDEs. Whilst GRChombo uses standard techniques in NR, it focusses on applications in theoretical physics where adaptability, both in terms of grid structure, and in terms of code modification, are key drivers."
1542.0,2022.0,9,71,9,Magnetodipolar interaction and quasiparticles delocalization in disordered quantum magnets,arXiv:2203.12305,"It is well-known that disordered quantum magnets usually host localized elementary excitations in gapped phases. Here we show that long-range magnetodipolar interaction can lead to quasiparticles delocalization in the three-dimensional case, similarly to the phenomenon previously described for localized vibrational modes in disordered solids. Employing renormalization group-like ideas, the average eigenmode occupation number is found to scale with the system size, which also leads to sub-diffusive dynamical properties of the system."
