x1,x2,operation_x1,operation_x2,operation_between,latex_expression
1.4,8.4,sqrt,sin,mul,\sqrt{1.4} \times \sin(8.4)
3.8,5.4,sqrt,cos,mul,\sqrt{3.8} \times \cos(5.4)
2.1,7.9,none,none,mul,2.1 \times 7.9
1.3,7.6,cos,square,sub,\cos(1.3) - (7.6)^2
3.1,9.9,none,square,div,\frac{3.1}{(9.9)^2}
2.2,7.7,exp,tan,add,\exp(2.2) + \tan(7.7)
2.5,7.5,log,sin,mul,\log(2.5) \times \sin(7.5)
1.1,8.8,tan,sqrt,add,\tan(1.1) + \sqrt{8.8}
3.9,6.7,log,cos,div,\frac{\log(3.9)}{\cos(6.7)}
1.4,8.4,none,cube,div,\frac{1.4}{(8.4)^3}
4.7,6.5,square,sqrt,add,(4.7)^2 + \sqrt{6.5}
4.3,6.0,tan,exp,div,\frac{\tan(4.3)}{\exp(6.0)}
1.9,6.4,none,sqrt,sub,1.9 - \sqrt{6.4}
5.0,7.6,none,sin,add,5.0 + \sin(7.6)
2.2,8.5,log,none,sub,\log(2.2) - 8.5
1.8,9.8,cos,square,mul,\cos(1.8) \times (9.8)^2
6.0,8.0,none,sin,mul,6.0 \times \sin(8.0)
4.6,8.9,none,none,mul,4.6 \times 8.9
1.7,9.2,square,tan,add,(1.7)^2 + \tan(9.2)
2.5,5.2,sin,cos,add,\sin(2.5) + \cos(5.2)
4.3,6.1,none,none,mul,4.3 \times 6.1
0.2,5.6,cos,sqrt,add,\cos(0.2) + \sqrt{5.6}
4.3,5.1,sqrt,exp,div,\frac{\sqrt{4.3}}{\exp(5.1)}
2.4,6.1,log,sqrt,sub,\log(2.4) - \sqrt{6.1}
3.5,6.5,log,none,mul,\log(3.5) \times 6.5
5.0,6.9,square,sin,add,(5.0)^2 + \sin(6.9)
3.5,5.7,sin,square,sub,\sin(3.5) - (5.7)^2
5.4,8.0,log,cube,mul,\log(5.4) \times (8.0)^3
4.8,8.2,log,none,add,\log(4.8) + 8.2
3.3,5.9,tan,cos,add,\tan(3.3) + \cos(5.9)
4.6,5.5,log,sin,mul,\log(4.6) \times \sin(5.5)
4.4,7.0,tan,none,mul,\tan(4.4) \times 7.0
4.5,5.2,square,square,mul,(4.5)^2 \times (5.2)^2
3.3,4.9,none,cos,sub,3.3 - \cos(4.9)
0.7,4.6,exp,tan,add,\exp(0.7) + \tan(4.6)
2.5,5.5,square,none,mul,(2.5)^2 \times 5.5
3.9,5.1,none,cos,sub,3.9 - \cos(5.1)
2.8,5.9,none,cube,mul,2.8 \times (5.9)^3
2.8,5.1,cos,sqrt,add,\cos(2.8) + \sqrt{5.1}
1.1,5.3,exp,log,sub,\exp(1.1) - \log(5.3)
0.1,5.6,none,cos,add,0.1 + \cos(5.6)
0.1,6.7,sin,square,add,\sin(0.1) + (6.7)^2
3.5,6.7,sin,none,add,\sin(3.5) + 6.7
0.1,5.4,cube,none,div,\frac{(0.1)^3}{5.4}
1.0,3.5,sin,cos,mul,\sin(1.0) \times \cos(3.5)
2.2,6.7,sqrt,none,sub,\sqrt{2.2} - 6.7
4.3,5.9,square,sin,mul,(4.3)^2 \times \sin(5.9)
4.1,7.2,none,square,sub,4.1 - (7.2)^2
2.2,5.6,cos,sqrt,mul,\cos(2.2) \times \sqrt{5.6}
1.5,6.9,log,cube,add,\log(1.5) + (6.9)^3
2.5,4.7,log,cos,sub,\log(2.5) - \cos(4.7)
2.6,7.6,log,sin,add,\log(2.6) + \sin(7.6)
1.9,4.1,none,none,mul,1.9 \times 4.1
1.8,3.9,log,square,mul,\log(1.8) \times (3.9)^2
1.2,9.4,sin,square,div,\frac{\sin(1.2)}{(9.4)^2}
1.0,5.9,sin,tan,sub,\sin(1.0) - \tan(5.9)
2.6,4.3,cos,tan,sub,\cos(2.6) - \tan(4.3)
5.0,8.4,exp,sin,mul,\exp(5.0) \times \sin(8.4)
4.6,5.8,tan,cos,sub,\tan(4.6) - \cos(5.8)
3.8,7.4,log,sqrt,sub,\log(3.8) - \sqrt{7.4}
3.3,7.8,sin,cos,div,\frac{\sin(3.3)}{\cos(7.8)}
5.4,6.2,sqrt,none,div,\frac{\sqrt{5.4}}{6.2}
2.5,3.0,none,sin,sub,2.5 - \sin(3.0)
3.2,6.8,cos,sin,add,\cos(3.2) + \sin(6.8)
2.7,6.4,none,sqrt,mul,2.7 \times \sqrt{6.4}
4.8,7.0,sqrt,cube,mul,\sqrt{4.8} \times (7.0)^3
2.9,6.6,none,tan,add,2.9 + \tan(6.6)
2.8,3.2,none,square,add,2.8 + (3.2)^2
0.8,8.6,square,log,div,\frac{(0.8)^2}{\log(8.6)}
3.3,7.0,sqrt,log,sub,\sqrt{3.3} - \log(7.0)
2.6,8.3,tan,cos,mul,\tan(2.6) \times \cos(8.3)
2.6,7.1,tan,none,div,\frac{\tan(2.6)}{7.1}
3.1,7.3,exp,none,div,\frac{\exp(3.1)}{7.3}
1.4,4.8,exp,sqrt,add,\exp(1.4) + \sqrt{4.8}
3.0,9.8,cube,none,div,\frac{(3.0)^3}{9.8}
0.5,9.8,log,cube,add,\log(0.5) + (9.8)^3
0.7,5.0,sqrt,none,sub,\sqrt{0.7} - 5.0
3.2,5.0,none,cos,add,3.2 + \cos(5.0)
0.6,4.7,tan,exp,sub,\tan(0.6) - \exp(4.7)
4.3,3.8,none,log,sub,4.3 - \log(3.8)
4.8,6.0,square,exp,add,(4.8)^2 + \exp(6.0)
1.6,6.3,sin,sqrt,mul,\sin(1.6) \times \sqrt{6.3}
2.9,8.8,sin,log,div,\frac{\sin(2.9)}{\log(8.8)}
4.6,8.3,none,none,mul,4.6 \times 8.3
0.5,6.3,tan,square,mul,\tan(0.5) \times (6.3)^2
2.3,7.4,square,sin,add,(2.3)^2 + \sin(7.4)
4.9,4.3,sqrt,none,div,\frac{\sqrt{4.9}}{4.3}
0.6,4.9,tan,cos,add,\tan(0.6) + \cos(4.9)
5.0,3.8,log,sin,add,\log(5.0) + \sin(3.8)
0.6,6.1,none,none,sub,0.6 - 6.1
2.3,7.9,sqrt,cube,div,\frac{\sqrt{2.3}}{(7.9)^3}
0.4,6.8,sqrt,cube,add,\sqrt{0.4} + (6.8)^3
2.9,8.0,square,none,sub,(2.9)^2 - 8.0
5.6,9.3,square,sin,add,(5.6)^2 + \sin(9.3)
3.6,5.7,none,log,add,3.6 + \log(5.7)
4.5,7.9,log,exp,sub,\log(4.5) - \exp(7.9)
3.7,9.1,exp,none,div,\frac{\exp(3.7)}{9.1}
0.9,3.8,log,sin,add,\log(0.9) + \sin(3.8)
2.5,9.8,square,log,mul,(2.5)^2 \times \log(9.8)
0.8,6.1,none,exp,add,0.8 + \exp(6.1)
1.3,7.5,cube,none,add,(1.3)^3 + 7.5
5.7,6.1,sqrt,square,mul,\sqrt{5.7} \times (6.1)^2
4.5,9.3,none,cos,mul,4.5 \times \cos(9.3)
0.9,5.5,log,cos,mul,\log(0.9) \times \cos(5.5)
3.2,7.3,sqrt,sin,add,\sqrt{3.2} + \sin(7.3)
6.0,9.9,tan,tan,div,\frac{\tan(6.0)}{\tan(9.9)}
3.6,9.0,sqrt,square,add,\sqrt{3.6} + (9.0)^2
5.5,7.2,sin,none,div,\frac{\sin(5.5)}{7.2}
3.5,5.5,cos,cube,add,\cos(3.5) + (5.5)^3
2.5,8.1,none,none,add,2.5 + 8.1
2.5,5.1,none,log,mul,2.5 \times \log(5.1)
1.0,3.5,log,none,mul,\log(1.0) \times 3.5
3.8,5.2,log,square,mul,\log(3.8) \times (5.2)^2
5.6,6.6,none,sin,sub,5.6 - \sin(6.6)
4.5,7.0,cube,square,mul,(4.5)^3 \times (7.0)^2
0.6,7.2,none,cube,mul,0.6 \times (7.2)^3
1.1,7.9,sin,exp,mul,\sin(1.1) \times \exp(7.9)
3.8,4.7,cos,square,sub,\cos(3.8) - (4.7)^2
2.8,6.8,none,none,add,2.8 + 6.8
0.3,3.4,log,sin,div,\frac{\log(0.3)}{\sin(3.4)}
4.3,9.1,sin,none,add,\sin(4.3) + 9.1
0.8,5.7,sqrt,tan,add,\sqrt{0.8} + \tan(5.7)
3.8,6.2,none,cos,sub,3.8 - \cos(6.2)
5.3,6.8,square,sqrt,add,(5.3)^2 + \sqrt{6.8}
2.1,8.8,log,cos,add,\log(2.1) + \cos(8.8)
3.4,5.7,log,none,add,\log(3.4) + 5.7
0.5,8.9,exp,none,add,\exp(0.5) + 8.9
3.0,6.0,exp,tan,mul,\exp(3.0) \times \tan(6.0)
0.5,3.5,tan,tan,mul,\tan(0.5) \times \tan(3.5)
2.7,4.8,cube,none,div,\frac{(2.7)^3}{4.8}
1.0,6.8,tan,none,add,\tan(1.0) + 6.8
2.0,6.1,none,none,add,2.0 + 6.1
3.0,4.4,sqrt,sin,sub,\sqrt{3.0} - \sin(4.4)
1.6,8.5,sqrt,sqrt,add,\sqrt{1.6} + \sqrt{8.5}
1.6,5.8,square,none,div,\frac{(1.6)^2}{5.8}
4.9,3.1,cube,none,mul,(4.9)^3 \times 3.1
2.3,9.1,log,log,sub,\log(2.3) - \log(9.1)
5.6,6.8,exp,square,div,\frac{\exp(5.6)}{(6.8)^2}
0.5,3.5,square,exp,add,(0.5)^2 + \exp(3.5)
4.8,9.9,sqrt,none,div,\frac{\sqrt{4.8}}{9.9}
2.6,4.9,none,tan,div,\frac{2.6}{\tan(4.9)}
2.5,8.3,square,cos,add,(2.5)^2 + \cos(8.3)
3.0,8.1,cube,square,mul,(3.0)^3 \times (8.1)^2
0.4,8.0,sqrt,none,add,\sqrt{0.4} + 8.0
3.2,6.4,none,sin,mul,3.2 \times \sin(6.4)
4.4,6.1,none,none,add,4.4 + 6.1
0.6,4.1,exp,exp,mul,\exp(0.6) \times \exp(4.1)
1.4,4.9,square,log,sub,(1.4)^2 - \log(4.9)
1.0,3.6,none,sqrt,sub,1.0 - \sqrt{3.6}
0.5,3.1,exp,sqrt,mul,\exp(0.5) \times \sqrt{3.1}
3.8,5.4,exp,tan,add,\exp(3.8) + \tan(5.4)
4.0,5.7,sin,none,sub,\sin(4.0) - 5.7
0.5,7.2,sin,none,sub,\sin(0.5) - 7.2
4.7,7.3,cos,tan,mul,\cos(4.7) \times \tan(7.3)
2.5,4.6,none,sqrt,add,2.5 + \sqrt{4.6}
4.8,5.5,exp,none,div,\frac{\exp(4.8)}{5.5}
3.5,6.9,tan,cube,add,\tan(3.5) + (6.9)^3
3.8,5.7,log,none,mul,\log(3.8) \times 5.7
4.0,3.9,none,tan,sub,4.0 - \tan(3.9)
2.2,7.5,none,none,mul,2.2 \times 7.5
3.1,6.7,cube,sin,add,(3.1)^3 + \sin(6.7)
2.5,9.1,none,sin,mul,2.5 \times \sin(9.1)
0.6,5.7,none,sin,sub,0.6 - \sin(5.7)
4.6,9.6,none,none,mul,4.6 \times 9.6
3.5,7.9,none,sqrt,mul,3.5 \times \sqrt{7.9}
0.2,5.4,exp,sin,sub,\exp(0.2) - \sin(5.4)
0.6,4.2,sin,sqrt,add,\sin(0.6) + \sqrt{4.2}
3.1,6.5,log,log,add,\log(3.1) + \log(6.5)
1.3,6.7,square,log,add,(1.3)^2 + \log(6.7)
3.9,7.6,sqrt,cos,sub,\sqrt{3.9} - \cos(7.6)
0.3,6.0,log,sqrt,div,\frac{\log(0.3)}{\sqrt{6.0}}
2.1,7.1,exp,log,sub,\exp(2.1) - \log(7.1)
1.6,7.9,none,sqrt,mul,1.6 \times \sqrt{7.9}
4.7,4.7,exp,cube,mul,\exp(4.7) \times (4.7)^3
3.7,4.4,tan,log,add,\tan(3.7) + \log(4.4)
0.6,5.1,tan,exp,add,\tan(0.6) + \exp(5.1)
1.3,6.8,sqrt,tan,add,\sqrt{1.3} + \tan(6.8)
4.9,7.2,log,none,sub,\log(4.9) - 7.2
4.3,6.4,none,log,sub,4.3 - \log(6.4)
1.7,4.9,log,sin,sub,\log(1.7) - \sin(4.9)
5.3,5.3,sqrt,sin,mul,\sqrt{5.3} \times \sin(5.3)
3.2,5.8,exp,cos,mul,\exp(3.2) \times \cos(5.8)
0.3,7.5,cos,none,div,\frac{\cos(0.3)}{7.5}
5.5,6.3,sqrt,sqrt,add,\sqrt{5.5} + \sqrt{6.3}
2.9,6.3,square,none,add,(2.9)^2 + 6.3
4.6,9.1,tan,cos,add,\tan(4.6) + \cos(9.1)
3.6,6.5,sin,cos,sub,\sin(3.6) - \cos(6.5)
4.0,7.8,log,sin,mul,\log(4.0) \times \sin(7.8)
6.0,7.2,square,cos,add,(6.0)^2 + \cos(7.2)
0.9,8.4,none,none,add,0.9 + 8.4
0.5,6.3,sqrt,sin,mul,\sqrt{0.5} \times \sin(6.3)
3.3,4.9,sin,log,mul,\sin(3.3) \times \log(4.9)
1.4,7.0,log,exp,add,\log(1.4) + \exp(7.0)
4.4,3.5,none,exp,add,4.4 + \exp(3.5)
4.0,7.9,square,cos,add,(4.0)^2 + \cos(7.9)
4.3,7.2,sqrt,none,mul,\sqrt{4.3} \times 7.2
4.3,7.1,log,none,sub,\log(4.3) - 7.1
2.5,9.3,tan,sin,add,\tan(2.5) + \sin(9.3)
5.9,6.5,square,cube,div,\frac{(5.9)^2}{(6.5)^3}
0.4,5.8,tan,none,sub,\tan(0.4) - 5.8
1.8,6.5,square,sin,add,(1.8)^2 + \sin(6.5)
1.2,9.1,sqrt,none,sub,\sqrt{1.2} - 9.1
0.9,4.3,sin,sin,add,\sin(0.9) + \sin(4.3)
2.7,5.2,cube,cos,sub,(2.7)^3 - \cos(5.2)
4.5,3.1,cos,square,mul,\cos(4.5) \times (3.1)^2
3.8,4.1,cube,none,mul,(3.8)^3 \times 4.1
2.5,8.2,none,cos,sub,2.5 - \cos(8.2)
1.7,3.1,cos,square,mul,\cos(1.7) \times (3.1)^2
4.9,4.7,cos,sin,add,\cos(4.9) + \sin(4.7)
5.7,6.6,tan,tan,sub,\tan(5.7) - \tan(6.6)
4.3,8.7,square,none,mul,(4.3)^2 \times 8.7
4.7,5.0,sin,sqrt,sub,\sin(4.7) - \sqrt{5.0}
2.1,3.5,cos,none,div,\frac{\cos(2.1)}{3.5}
3.5,4.7,square,sin,add,(3.5)^2 + \sin(4.7)
1.9,4.4,none,sin,mul,1.9 \times \sin(4.4)
2.7,5.2,square,square,sub,(2.7)^2 - (5.2)^2
0.9,8.9,square,sqrt,sub,(0.9)^2 - \sqrt{8.9}
2.6,7.1,cos,cos,add,\cos(2.6) + \cos(7.1)
5.5,7.0,log,none,add,\log(5.5) + 7.0
0.5,8.0,log,none,div,\frac{\log(0.5)}{8.0}
2.4,3.1,cos,cube,sub,\cos(2.4) - (3.1)^3
1.7,3.7,none,sin,div,\frac{1.7}{\sin(3.7)}
1.3,8.5,square,none,mul,(1.3)^2 \times 8.5
2.1,3.2,log,tan,add,\log(2.1) + \tan(3.2)
4.2,9.2,tan,cos,sub,\tan(4.2) - \cos(9.2)
2.7,8.2,log,cube,mul,\log(2.7) \times (8.2)^3
1.0,8.7,tan,sin,mul,\tan(1.0) \times \sin(8.7)
3.2,6.4,sin,cos,add,\sin(3.2) + \cos(6.4)
3.0,7.4,square,exp,add,(3.0)^2 + \exp(7.4)
5.1,5.3,log,none,mul,\log(5.1) \times 5.3
0.4,7.9,sqrt,none,mul,\sqrt{0.4} \times 7.9
1.0,6.9,none,cube,sub,1.0 - (6.9)^3
1.0,8.8,square,none,div,\frac{(1.0)^2}{8.8}
1.4,6.5,none,exp,sub,1.4 - \exp(6.5)
4.2,4.1,cos,cube,mul,\cos(4.2) \times (4.1)^3
1.5,3.5,sin,sin,mul,\sin(1.5) \times \sin(3.5)
0.8,8.8,exp,cube,sub,\exp(0.8) - (8.8)^3
2.6,5.6,sin,none,sub,\sin(2.6) - 5.6
2.2,4.9,sin,sqrt,mul,\sin(2.2) \times \sqrt{4.9}
2.2,3.7,log,sqrt,add,\log(2.2) + \sqrt{3.7}
1.1,3.6,none,none,sub,1.1 - 3.6
2.3,7.3,cos,none,mul,\cos(2.3) \times 7.3
1.2,3.3,square,exp,mul,(1.2)^2 \times \exp(3.3)
5.6,7.8,square,exp,div,\frac{(5.6)^2}{\exp(7.8)}
2.4,8.6,sin,sin,sub,\sin(2.4) - \sin(8.6)
0.6,6.2,tan,exp,add,\tan(0.6) + \exp(6.2)
1.4,7.2,none,log,mul,1.4 \times \log(7.2)
5.7,5.6,exp,log,div,\frac{\exp(5.7)}{\log(5.6)}
1.8,9.9,cos,tan,sub,\cos(1.8) - \tan(9.9)
2.9,7.8,cube,none,add,(2.9)^3 + 7.8
5.3,8.4,log,sqrt,mul,\log(5.3) \times \sqrt{8.4}
4.6,4.4,cube,square,mul,(4.6)^3 \times (4.4)^2
1.7,3.7,log,square,add,\log(1.7) + (3.7)^2
3.3,6.2,cos,none,add,\cos(3.3) + 6.2
4.4,4.7,cos,log,div,\frac{\cos(4.4)}{\log(4.7)}
0.7,7.6,log,square,add,\log(0.7) + (7.6)^2
3.5,7.9,tan,tan,add,\tan(3.5) + \tan(7.9)
2.2,9.5,none,sin,div,\frac{2.2}{\sin(9.5)}
3.4,4.2,none,none,mul,3.4 \times 4.2
0.8,7.4,log,cos,div,\frac{\log(0.8)}{\cos(7.4)}
6.0,3.8,sqrt,square,add,\sqrt{6.0} + (3.8)^2
0.5,8.1,none,cos,div,\frac{0.5}{\cos(8.1)}
2.0,7.1,none,cos,add,2.0 + \cos(7.1)
4.7,8.3,log,log,mul,\log(4.7) \times \log(8.3)
0.3,5.0,sqrt,none,add,\sqrt{0.3} + 5.0
4.6,6.5,tan,square,add,\tan(4.6) + (6.5)^2
1.0,5.1,none,cube,sub,1.0 - (5.1)^3
4.1,5.7,none,none,sub,4.1 - 5.7
2.0,8.4,log,sin,add,\log(2.0) + \sin(8.4)
1.6,8.1,sin,none,add,\sin(1.6) + 8.1
1.5,5.0,square,tan,mul,(1.5)^2 \times \tan(5.0)
1.4,4.6,tan,none,div,\frac{\tan(1.4)}{4.6}
0.5,8.8,sin,sin,mul,\sin(0.5) \times \sin(8.8)
1.7,9.1,sin,sin,add,\sin(1.7) + \sin(9.1)
1.6,4.3,cos,sin,div,\frac{\cos(1.6)}{\sin(4.3)}
3.2,4.8,sqrt,square,add,\sqrt{3.2} + (4.8)^2
1.6,7.2,tan,log,mul,\tan(1.6) \times \log(7.2)
2.0,5.0,tan,sqrt,add,\tan(2.0) + \sqrt{5.0}
2.3,5.2,sqrt,tan,add,\sqrt{2.3} + \tan(5.2)
4.1,7.4,cos,tan,add,\cos(4.1) + \tan(7.4)
5.5,7.0,log,square,sub,\log(5.5) - (7.0)^2
5.5,6.0,sin,tan,mul,\sin(5.5) \times \tan(6.0)
0.6,5.1,log,log,add,\log(0.6) + \log(5.1)
3.2,5.7,log,square,add,\log(3.2) + (5.7)^2
0.9,4.8,square,square,div,\frac{(0.9)^2}{(4.8)^2}
3.3,5.9,sqrt,none,mul,\sqrt{3.3} \times 5.9
3.8,6.2,none,cos,mul,3.8 \times \cos(6.2)
1.9,6.3,tan,cube,mul,\tan(1.9) \times (6.3)^3
0.9,6.5,none,log,mul,0.9 \times \log(6.5)
4.6,7.3,sqrt,tan,sub,\sqrt{4.6} - \tan(7.3)
2.0,4.3,log,sin,mul,\log(2.0) \times \sin(4.3)
4.4,7.0,square,cos,sub,(4.4)^2 - \cos(7.0)
4.4,6.7,none,log,mul,4.4 \times \log(6.7)
2.2,9.0,sqrt,cos,sub,\sqrt{2.2} - \cos(9.0)
0.8,7.8,cube,sin,mul,(0.8)^3 \times \sin(7.8)
3.0,5.5,none,tan,sub,3.0 - \tan(5.5)
1.3,6.1,none,sin,div,\frac{1.3}{\sin(6.1)}
5.9,9.9,log,tan,sub,\log(5.9) - \tan(9.9)
2.0,7.2,cos,none,div,\frac{\cos(2.0)}{7.2}
4.6,4.4,square,none,add,(4.6)^2 + 4.4
3.4,9.4,sin,square,add,\sin(3.4) + (9.4)^2
2.9,9.4,sqrt,sqrt,sub,\sqrt{2.9} - \sqrt{9.4}
5.8,5.3,log,cos,add,\log(5.8) + \cos(5.3)
2.2,9.0,square,sqrt,add,(2.2)^2 + \sqrt{9.0}
3.0,8.4,log,none,mul,\log(3.0) \times 8.4
5.6,4.9,log,none,mul,\log(5.6) \times 4.9
5.7,9.7,tan,sin,add,\tan(5.7) + \sin(9.7)
5.2,4.6,square,sqrt,sub,(5.2)^2 - \sqrt{4.6}
1.9,4.5,sin,sin,mul,\sin(1.9) \times \sin(4.5)
1.3,4.2,square,none,add,(1.3)^2 + 4.2
1.5,8.1,none,sin,sub,1.5 - \sin(8.1)
1.7,6.1,sqrt,none,mul,\sqrt{1.7} \times 6.1
3.7,5.6,tan,sqrt,mul,\tan(3.7) \times \sqrt{5.6}
3.5,6.7,none,cos,add,3.5 + \cos(6.7)
6.0,7.9,sqrt,cos,add,\sqrt{6.0} + \cos(7.9)
0.1,4.5,tan,log,add,\tan(0.1) + \log(4.5)
4.3,7.6,tan,log,sub,\tan(4.3) - \log(7.6)
3.3,5.4,square,cube,sub,(3.3)^2 - (5.4)^3
3.4,4.9,log,log,add,\log(3.4) + \log(4.9)
0.5,5.5,sin,log,mul,\sin(0.5) \times \log(5.5)
1.1,5.5,cos,square,add,\cos(1.1) + (5.5)^2
3.6,4.6,log,log,mul,\log(3.6) \times \log(4.6)
4.3,6.1,sqrt,cos,div,\frac{\sqrt{4.3}}{\cos(6.1)}
2.7,9.6,none,cos,add,2.7 + \cos(9.6)
3.3,5.5,log,tan,mul,\log(3.3) \times \tan(5.5)
4.7,6.0,tan,cube,mul,\tan(4.7) \times (6.0)^3
1.2,4.3,exp,none,add,\exp(1.2) + 4.3
1.1,3.7,exp,exp,add,\exp(1.1) + \exp(3.7)
3.1,6.3,sqrt,tan,sub,\sqrt{3.1} - \tan(6.3)
1.5,7.8,sqrt,sqrt,add,\sqrt{1.5} + \sqrt{7.8}
3.8,3.1,log,cube,div,\frac{\log(3.8)}{(3.1)^3}
3.2,9.7,log,log,mul,\log(3.2) \times \log(9.7)
3.1,5.1,square,none,sub,(3.1)^2 - 5.1
3.6,8.4,square,log,sub,(3.6)^2 - \log(8.4)
4.9,5.0,log,log,mul,\log(4.9) \times \log(5.0)
1.2,7.3,none,sqrt,mul,1.2 \times \sqrt{7.3}
2.7,8.4,cube,none,sub,(2.7)^3 - 8.4
2.7,6.5,cube,sin,add,(2.7)^3 + \sin(6.5)
1.1,7.0,sqrt,log,mul,\sqrt{1.1} \times \log(7.0)
3.8,3.8,log,cos,add,\log(3.8) + \cos(3.8)
2.6,8.2,none,cos,sub,2.6 - \cos(8.2)
4.2,7.6,cos,sqrt,add,\cos(4.2) + \sqrt{7.6}
1.6,5.7,sqrt,none,sub,\sqrt{1.6} - 5.7
5.8,5.5,cos,sqrt,mul,\cos(5.8) \times \sqrt{5.5}
1.6,4.4,cube,sin,add,(1.6)^3 + \sin(4.4)
3.6,8.9,square,tan,mul,(3.6)^2 \times \tan(8.9)
4.9,6.5,square,sin,sub,(4.9)^2 - \sin(6.5)
1.2,5.0,log,cube,add,\log(1.2) + (5.0)^3
1.2,5.5,sqrt,sqrt,add,\sqrt{1.2} + \sqrt{5.5}
2.9,7.3,square,none,mul,(2.9)^2 \times 7.3
3.8,6.9,sqrt,cos,add,\sqrt{3.8} + \cos(6.9)
1.6,9.4,exp,log,mul,\exp(1.6) \times \log(9.4)
3.7,8.2,none,sin,mul,3.7 \times \sin(8.2)
5.2,5.2,square,sin,mul,(5.2)^2 \times \sin(5.2)
3.6,7.3,none,exp,add,3.6 + \exp(7.3)
5.1,4.7,sqrt,sqrt,mul,\sqrt{5.1} \times \sqrt{4.7}
3.2,6.5,square,none,add,(3.2)^2 + 6.5
2.3,8.5,cos,cos,mul,\cos(2.3) \times \cos(8.5)
4.8,4.5,log,sin,mul,\log(4.8) \times \sin(4.5)
1.6,8.2,log,sin,mul,\log(1.6) \times \sin(8.2)
2.5,8.2,log,cube,mul,\log(2.5) \times (8.2)^3
1.1,3.0,cos,none,add,\cos(1.1) + 3.0
2.3,7.3,square,sin,add,(2.3)^2 + \sin(7.3)
5.1,4.5,exp,none,add,\exp(5.1) + 4.5
0.4,7.6,sin,square,add,\sin(0.4) + (7.6)^2
5.5,6.5,log,log,mul,\log(5.5) \times \log(6.5)
3.4,8.8,sqrt,sqrt,div,\frac{\sqrt{3.4}}{\sqrt{8.8}}
4.9,6.2,square,cos,add,(4.9)^2 + \cos(6.2)
5.0,7.2,log,sin,div,\frac{\log(5.0)}{\sin(7.2)}
0.6,7.0,cos,log,mul,\cos(0.6) \times \log(7.0)
3.8,4.7,sqrt,sin,add,\sqrt{3.8} + \sin(4.7)
1.8,7.1,square,none,mul,(1.8)^2 \times 7.1
0.9,7.8,tan,sqrt,sub,\tan(0.9) - \sqrt{7.8}
2.3,6.1,sin,sin,div,\frac{\sin(2.3)}{\sin(6.1)}
3.1,9.3,none,log,mul,3.1 \times \log(9.3)
2.7,6.7,sin,sqrt,mul,\sin(2.7) \times \sqrt{6.7}
2.4,3.4,exp,sqrt,sub,\exp(2.4) - \sqrt{3.4}
3.8,3.9,square,exp,add,(3.8)^2 + \exp(3.9)
4.3,6.8,square,cos,mul,(4.3)^2 \times \cos(6.8)
3.6,7.6,log,log,sub,\log(3.6) - \log(7.6)
1.5,9.8,sin,none,sub,\sin(1.5) - 9.8
5.2,8.9,square,exp,mul,(5.2)^2 \times \exp(8.9)
4.2,5.1,log,none,sub,\log(4.2) - 5.1
1.5,4.8,log,square,mul,\log(1.5) \times (4.8)^2
5.5,6.5,tan,sin,mul,\tan(5.5) \times \sin(6.5)
2.2,9.8,log,none,mul,\log(2.2) \times 9.8
2.6,6.2,tan,cube,sub,\tan(2.6) - (6.2)^3
3.8,7.7,log,tan,add,\log(3.8) + \tan(7.7)
3.8,9.8,cos,cos,add,\cos(3.8) + \cos(9.8)
2.9,4.2,sin,cos,mul,\sin(2.9) \times \cos(4.2)
6.0,3.5,log,sqrt,add,\log(6.0) + \sqrt{3.5}
0.4,5.3,sin,sqrt,sub,\sin(0.4) - \sqrt{5.3}
5.1,6.7,tan,none,sub,\tan(5.1) - 6.7
3.4,5.8,log,exp,add,\log(3.4) + \exp(5.8)
5.8,9.7,exp,sin,mul,\exp(5.8) \times \sin(9.7)
5.1,7.1,none,none,add,5.1 + 7.1
4.0,6.7,cube,exp,div,\frac{(4.0)^3}{\exp(6.7)}
1.3,9.7,cube,log,add,(1.3)^3 + \log(9.7)
3.6,9.0,tan,none,mul,\tan(3.6) \times 9.0
2.4,3.2,square,log,mul,(2.4)^2 \times \log(3.2)
4.5,4.6,tan,sqrt,add,\tan(4.5) + \sqrt{4.6}
3.9,6.7,sqrt,sqrt,div,\frac{\sqrt{3.9}}{\sqrt{6.7}}
0.8,9.4,none,exp,add,0.8 + \exp(9.4)
0.8,9.2,cos,cube,add,\cos(0.8) + (9.2)^3
5.8,7.1,sin,cos,mul,\sin(5.8) \times \cos(7.1)
0.3,4.2,cube,exp,add,(0.3)^3 + \exp(4.2)
4.9,9.9,sqrt,square,mul,\sqrt{4.9} \times (9.9)^2
5.1,6.9,square,none,div,\frac{(5.1)^2}{6.9}
5.4,5.0,log,log,div,\frac{\log(5.4)}{\log(5.0)}
4.3,6.2,exp,none,add,\exp(4.3) + 6.2
3.1,8.6,square,none,sub,(3.1)^2 - 8.6
1.0,3.2,square,log,sub,(1.0)^2 - \log(3.2)
2.4,6.9,none,none,div,\frac{2.4}{6.9}
2.4,3.9,none,log,add,2.4 + \log(3.9)
5.0,3.3,square,sin,add,(5.0)^2 + \sin(3.3)
0.1,9.4,cos,none,mul,\cos(0.1) \times 9.4
0.9,9.1,log,none,mul,\log(0.9) \times 9.1
4.9,3.3,none,cos,mul,4.9 \times \cos(3.3)
