price,review_time,rating,category,verified,brand,title,description,review_text,summary
35.0,1925.0,4.0,Humor & Entertainment > Radio,True,Visit Amazon's J. R. R. Tolkien Page,Hobbit and Lord of the Rings Trilogy - Boxed Set of 4 Books,Box set of JRR Tolkien's incomparable classic,"LOTR is definitely better, but the Hobbit is great, too. This book tends to be everyone's introduction into Middle Earth, and it is a good one.",Good book
12.11,2564.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Tracie Peterson Page,"Dawn's Prelude (Song of Alaska Series, Book 1)","Continue the adventure with the second book in the Song of Alaska series, Morning's Refrain",I've read a number of books by Tracie Peterson and they have all been great. I loved everything about this one. The story was terrific and I loved the main characters.,Terrific
35.84,2795.0,5.0,Politics & Social Sciences > Politics & Government,True,MARGARET HUMPHREYS,Empty Cradles,Book by MARGARET HUMPHREYS,"It is an easy read with a good mix of examples.  It is amazing what one person, with intellect and heart, could accomplish to start correcting a bad situation.",Fantastic and Shocking
20.03,2393.0,4.0,"Mystery, Thriller & Suspense > Mystery",False,Visit Amazon's Mary Higgins Clark Page,The Christmas Thief (LARGE PRINT HARDCOVER),The Christmas Thief,I really liked this book.  It was well written and I enjoyed it right up to the end.  The Higgins-Clark girls make a good team.,Review of The Christmas Thief
3.86,2894.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Libbie Hawker Page,Daughter of Sand and Stone,"Libbie Hawker writes historical and literary fiction featuring deeply human characters, with rich details of time and place. She is the author of ten novels, most of which take place in the distant past among ancient civilizations. She lives in the beautiful San Juan Islands with her husband.","really enjoyed this book, very descriptive and lots of historical information that was new to me.  Would read her again.",Historical fiction
14.81,2869.0,5.0,Self-Help > Motivational,True,Visit Amazon's Bill Phillips Page,Body for Life: 12 Weeks to Mental and Physical Strength,mental and physical strengthing book,Good guide for effective exercise and weight loss with exercise examples and recommend diet menus.,Good Program for exercise and diet.
25.91,2546.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Robert Morgan Page,The Road from Gap Creek: A Novel (Shannon Ravenel),<DIV>,Engaging story about a family persevering through hard times.  The characters were well developed and easy to relate to.,Inspiring story about a community
14.81,2784.0,5.0,"Books > Health, Fitness & Dieting",True,Gardner,A Friend Like Henry,Book by Nuala Gardner,Truly a remarkable story of how a dog changed the lives of a family with 2 autistic children. We'd all like to have a dog like Henry keeping a watchful eye over us.,We'd all like to have a dog like Henry keeping a watchful ...
8.0,2609.0,4.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Nelson DeMille Page,The General's Daughter,"Long before the John Travolta film of <i>The General's Daughter</i> (which the author extols in the foreword), Nelson DeMille's seventh mystery was the breakout hit of his career. The rapid-fire dialogue and scenes are cinematic, and the storytelling puts most movies to shame.",This book is up there with Nelson Demills best tales,Four Stars
39.36,2848.0,4.0,Science Fiction & Fantasy > Fantasy,True,Visit Amazon's Murray J.D. Leeder Page,Son of Thunder,Great quality. Ready to ship!,good read,Four Stars
5.98,2037.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's James Patterson Page,The 6th Target,James Patterson's most recent major international bestseller is Beach Road. He is one of the world's most popular and successful authors and lives in Florida.,Loved this book and all of the Women's Murder Club books.  I love the characters in it and feel like I am with them and part of their group.,cb
15.0,2242.0,2.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Lisa Unger Page,Twice (Lydia Strong),"""Lydia is a refreshingly down to earth character.""","Good story but slow paced.
I started getting bored and rushed to finish it just to get it over with.",Twice
16.09,2391.0,1.0,"Health, Fitness & Dieting > Alternative Medicine",True,Visit Amazon's Eliseo Torres Page,Healing with Herbs and Rituals: A Mexican Tradition,Characterized by the passionate storytelling style..[<i>Healing with Herbs and Rituals</i>] is an inspiring study. --Journal of the American Studies Association of Texas<br /><br />Healing with Herbs and Rituals</i>] offers a fascinating overview of folk healing. --New Mexico Magazine,Not what I thought,One Star
8.35,2742.0,5.0,Books > Self-Help,True,Marie Kondo,"The Life-Changing Magic of Tidying: A simple, effective way to banish clutter forever","Please Read Notes: Brand New, International Softcover Edition, Printed in black and white pages, minor self wear on the cover or pages, Sale restriction may be printed on the book, but Book name, contents, and author are exactly same as Hardcover Edition. Fast delivery through DHL/FedEx express.",Great system explained efficiently!,Five Stars
45.0,2811.0,5.0,Literature & Fiction > British & Irish,True,Visit Amazon's Rosamunde Pilcher Page,Snow in April,Dust cover may have minor shelf wear.  Address label on inside cover. Ships from NY via USPS with tracking number.,Great Pilcher story.,Five Stars
5.97,2543.0,5.0,"Books > Mystery, Thriller & Suspense",False,Visit Amazon's Ross Thomas Page,The Backup Men.,The Backup Men,"A classic Ross Thomas, which continues the adventures of McCorkle (SP?) and Padillo.  Both are at the end of the prime years and have no business being backup men for anyone. Yet here they are weaving through a jungle of deception and most of the United States.  If you like high action, clever plotting, and rollicking good fun. This is your book.",If you like high action
11.95,2623.0,5.0,Biographies & Memoirs > Leaders & Notable People,True,Visit Amazon's Bill O'Reilly Page,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),<h2>Amazon Exclusive: Senator John McCain Reviews <em>Killing Patton</em></h2>,"Fantastic read,  I love the way Oriley and Dugard can take a true story , that wea already know the ending to, and weave such a suspenseful tale.",Fantastic read
58.5,2412.0,5.0,Literature & Fiction > Genre Fiction,True,Daniel SILVA,The Unlikely Spy,"red cloth cover w/gold imprint lettering on spine,
yellow, white, red & black dustjacket
wt: 860 g, 
dimen: 24 cm x16 cm x 4.5 cm, 
451 pgs",Vicary kept me spellbound wondering what would happen at the next turn of events. I plan to retread it to get all of the nuances.,worth reading again
199.0,2586.0,5.0,Christian Books & Bibles > Bibles,True,World Bible Translation Center,Holy Bible Easy-to-Read Version,Holy Bible Easy-to-Read Version,It is an easier read than most other versions.,Five Stars
8.52,1110.0,5.0,Politics & Social Sciences > Politics & Government,True,Visit Amazon's Barack Obama Page,Change We Can Believe In: Barack Obama's Plan to Renew America's Promise,"'Like Bill Clinton, he has the knack of weaving together the personal and the anecdotal with the political and the conceptual, so that each point seems both persuasive and commonsensical.' Guardian --The Guardian","Thank you, Lester for the prompt shipment and delivery of the book I ordered.  Will purchase from you again soon!",Prompt service
22.46,2179.0,4.0,Christian Books & Bibles > Protestantism,True,Theodore Runyon,The New Creation: John Wesley's Theology Today,"Theodore Runyon is Emeritus Professor of Systematic Theology at Candler School of Theology, Emory University, Atlanta, Georgia.",This is  not an easy read. This is a scholarly work on Wesley's doctrine that is the foundation of the Methodist churches. I suggest beginning with a less complex volume before diving into this work.,An indept exploration of Wesley's theology
5.0,2358.0,5.0,Children's Books > Growing Up & Facts of Life,True,Visit Amazon's Suzanne Collins Page,The Hunger Games (Book 1),<b>Praise for <i>The Hunger Games</i></b>,"This is on  of the  best books I have ever read!!!

I didn't dislike any of it! I loved every second of it!!!!!! I recommend this book do people ages 10- 130. It's just so good!",Oh My GLOB!!!!
13.35,2468.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Rosemary Hines Page,Out of a Dream (Sandy Cove Series Book 1),see zip file for back of the book image that has the bio,Great read,Five Stars
15.95,2129.0,3.0,"Mystery, Thriller & Suspense > Mystery",True,Visit Amazon's John Pesta Page,Safely Buried,"John Pesta weaves a web of intrigue and mystery that will keep you up well after midnight to reach the satisfying conclusion.<br />--Thomas Hoobler, coauthor with Dorothy Hoobler of ""The Crimes of Paris""<br /><br />",This was a bit different type of story than what I normally read. Thought it was dragged out too long.,Fair book
8.99,2367.0,4.0,Science Fiction & Fantasy > Fantasy,True,Visit Amazon's J.J. Bonds Page,Crossroads,<b><i>Red Dawn (Crossroads Academy #2) is now available!</i></b>,Trouble teen she thought her parents died in a fire. Aldo is not related by blood but by love.  Everyone will lie to protect her; blood will be spill. Relationships will be build.,Vampires
4.5,2518.0,5.0,Children's Books > Literature & Fiction,True,Visit Amazon's Lynne Reid Banks Page,The Indian in the Cupboard,"Four papaerback books: The Indian in the Cupboard, The Return of the Indian, The Secret of the Indian, The Mystery of the Cupboard.",Excellent story with a wonderful lesson!,Highly recommend!
5.98,2651.0,5.0,Science Fiction & Fantasy > Fantasy,False,Visit Amazon's J. R. R. Tolkien Page,Hobbit,"The enchanting prelude to ""The Lord of the Rings""","It is great reading even after reading more than once. If you have not read it for awhile, you might enjoy it again.",Best of all fantasies
2.99,2484.0,5.0,Literature & Fiction > Poetry,True,Visit Amazon's Merrit Malloy Page,The People Who Didn't Say Goodbye,"From the author of <i>My Song For Him Who Never Sang To Me</i> and <i>We Hardly See Each Other Any More</i>, another intimate, illustrated collection of verse to share with those we love.",I love it! Thank you,Five Stars
12.44,2298.0,3.0,Science Fiction & Fantasy > Science Fiction,True,Visit Amazon's Ally Condie Page,Crossed (Matched),Crossed,"This book is good, but it wasn't very captivating for me. After a while after reading this book i read the third and it was FANTASTIC!!! If the synopsis sounds interesting for you, read this series so you can read the third book because its so worth it!",Not the best but read it for book 3
9.29,1579.0,3.0,Books > Christian Books & Bibles,True,Staff of American Bible Society,Good News Bible - Today's English Version,"The New Testament in standard, everyday, contemporary English, for maximum understanding of the content of the original texts.","Easy to understand, great value compared to hard back Bibles, my only comlaint is the pages are tissue paper like thin.",good value
6.99,1872.0,5.0,Children's Books > Growing Up & Facts of Life,True,Visit Amazon's Deborah Guarino Page,Is Your Mama a Llama?,<b>Praise for <i>Is Your Mama a Llama?</i></b>,"I love the rhyming in this book, my grandson listens to the ryhme and tries to guess too! I love the hard cover and pages. Very durable,",LOVE lOVE lOVE THIS BOOK!
14.56,2140.0,3.0,Christian Books & Bibles > Bible Study & Reference,True,Visit Amazon's James Strong Page,New Strong's Exhaustive Concordance,Dr. James Strong (1822-1894) was formerly president of Troy University and professor of exegetical theology at Drew Theological Seminary.,It wasn't exactly what I thought it would be but that may be because I haven't gotten fluent with it yet.  I am sure I will like it better the more I use it.,Helpful
